climber_id,year,season,route,age,sex,is_hired_staff,years_climbing,prior_8000m_peaks,prior_everest_attempts,highest_prev_altitude_m,operator_tier,team_size,sherpa_ratio,uses_oxygen,o2_start_altitude_m,days_acclimatizing,camps_established,summit_window_days,weather_score,jetstream_risk,queue_minutes_above_8000,turnaround_reason,serious_incident,summited
CLB008780,2023,spring,North Ridge-NE,65,M,0,10,0,0,7534,premium,6,1.46,1,7000,31,4,4,3.3,7.8,17,weather_window_closed,0,0
CLB008781,2019,autumn,South Col-SE Ridge,56,M,1,12,4,0,8453,premium,13,0.96,1,7900,29,6,5,4.3,5.9,106,weather_window_closed,0,0
CLB008782,2018,spring,North Ridge-NE,53,M,0,5,1,0,8286,mid,8,0.71,1,7900,28,5,4,7.2,3.4,41,exhaustion_altitude_sickness,0,0
CLB008783,1994,spring,North Ridge-NE,40,M,0,14,0,1,6443,mid,9,1.65,1,7300,28,1,7,5.1,6.9,12,exhaustion_altitude_sickness,0,0
CLB008784,2013,spring,North Ridge-NE,30,F,1,5,5,0,8455,premium,12,1.3,1,8000,43,5,7,5.8,6.6,28,summited,0,1
CLB008785,2009,spring,North Ridge-NE,22,F,0,0,1,3,8376,budget,5,0.94,1,8000,30,4,3,3.2,4.4,8,summited,0,1
CLB008786,2014,spring,South Col-SE Ridge,55,M,0,12,0,0,8017,premium,7,1.44,1,7000,37,4,6,5.3,4.5,5,other,0,0
CLB008787,2018,spring,North Ridge-NE,43,M,0,13,1,0,8631,premium,8,0.92,1,7900,28,3,4,6.2,4.8,24,exhaustion_altitude_sickness,0,0
CLB008788,2016,spring,South Col-SE Ridge,25,F,0,7,1,2,8075,premium,9,1.94,1,8000,34,5,7,4.1,5.0,111,exhaustion_altitude_sickness,0,0
CLB008789,2017,autumn,South Col-SE Ridge,23,M,0,11,2,0,8195,mid,9,0.27,1,7300,35,3,8,5.7,4.3,82,summited,0,1
CLB008790,2021,autumn,South Col-SE Ridge,47,F,0,4,2,0,8168,budget,10,0.58,1,7000,28,4,3,9.7,1.3,60,weather_window_closed,0,0
CLB008791,2022,spring,South Col-SE Ridge,35,M,0,6,1,0,7941,independent,12,0.31,1,7300,32,2,5,4.6,5.7,51,weather_window_closed,0,0
CLB008792,2011,spring,South Col-SE Ridge,55,M,0,13,6,0,7822,premium,8,2.03,1,7000,35,5,6,7.2,2.9,8,summited,0,1
CLB008793,2004,autumn,South Col-SE Ridge,38,M,1,19,5,0,8494,mid,7,1.15,1,7300,28,3,6,8.7,0.3,18,summited,0,1
CLB008794,1993,autumn,South Col-SE Ridge,42,M,0,17,1,0,8306,mid,11,0.66,1,7900,30,5,5,6.3,6.1,22,illness,0,0
CLB008795,2019,spring,South Col-SE Ridge,39,M,0,7,2,0,7636,mid,9,1.04,1,7000,39,2,4,6.6,2.7,75,exhaustion_altitude_sickness,1,0
CLB008796,2024,autumn,other,34,M,0,12,0,0,6932,budget,16,0.86,1,7300,40,4,5,7.8,2.4,49,exhaustion_altitude_sickness,0,0
CLB008797,2019,spring,North Ridge-NE,43,M,1,12,1,1,8331,mid,5,1.08,1,7300,38,3,2,6.4,2.6,9,summited,0,1
CLB008798,2023,autumn,South Col-SE Ridge,54,M,0,15,2,0,7784,mid,7,1.19,1,7000,35,5,5,5.6,4.4,47,exhaustion_altitude_sickness,0,0
CLB008799,2021,spring,North Ridge-NE,33,F,1,10,4,0,8327,budget,7,0.38,1,7000,23,3,1,10.0,1.2,5,summited,0,1
CLB008800,2024,spring,North Ridge-NE,36,M,1,18,3,1,7818,budget,9,0.56,1,7300,43,6,4,2.9,7.7,15,weather_window_closed,0,0
CLB008801,2012,spring,North Ridge-NE,45,M,1,13,2,2,7701,premium,12,1.42,1,7000,28,6,4,7.7,1.9,25,summited,0,1
CLB008802,1999,spring,South Col-SE Ridge,41,F,0,6,1,0,7764,mid,11,0.43,1,7300,31,6,8,5.6,3.1,4,team_decision,0,0
CLB008803,2022,spring,South Col-SE Ridge,32,F,0,20,0,0,8556,premium,10,1.15,1,7300,27,4,2,9.0,0.6,120,weather_window_closed,0,0
CLB008804,2010,spring,North Ridge-NE,39,M,0,24,3,1,8365,budget,8,0.24,1,7900,35,4,8,7.3,3.0,2,summited,0,1
CLB008805,2017,autumn,North Ridge-NE,36,M,1,11,2,0,8144,budget,6,1.13,1,7300,17,3,6,6.5,3.8,18,team_decision,0,0
CLB008806,2002,spring,other,36,M,1,6,3,0,7965,mid,10,0.91,1,7900,26,5,4,6.8,4.3,1,summited,0,1
CLB008807,2018,spring,South Col-SE Ridge,39,M,0,18,0,0,7041,premium,12,1.32,1,7000,24,3,6,1.8,7.1,63,weather_window_closed,0,0
CLB008808,1994,spring,South Col-SE Ridge,35,M,0,16,0,0,7800,budget,8,0.26,1,8000,28,5,6,5.0,7.0,8,summited,0,1
CLB008809,2014,spring,North Ridge-NE,38,F,0,10,1,0,7996,budget,12,0.84,1,7900,32,3,4,4.9,5.8,24,summited,0,1
CLB008810,2026,spring,North Ridge-NE,30,M,0,6,2,0,8402,premium,5,1.87,1,7300,29,4,8,8.4,0.5,39,summited,0,1
CLB008811,2007,spring,South Col-SE Ridge,35,M,0,2,1,0,8104,independent,11,0.46,1,7900,41,3,4,5.4,4.8,7,summited,0,1
CLB008812,2014,spring,North Ridge-NE,26,F,0,6,2,0,8135,budget,10,0.53,0,0,26,6,5,5.4,4.9,31,exhaustion_altitude_sickness,0,0
CLB008813,2009,spring,North Ridge-NE,41,M,1,28,1,0,8439,premium,7,0.88,1,8000,38,4,7,3.5,9.6,3,weather_window_closed,0,0
CLB008814,1994,spring,North Ridge-NE,28,M,0,7,0,0,7404,premium,8,1.56,1,7900,37,2,4,8.5,0.0,7,illness,0,0
CLB008815,2007,spring,South Col-SE Ridge,33,F,0,6,2,0,8148,premium,6,1.12,1,7000,28,3,1,8.5,0.6,29,other,0,0
CLB008816,2002,spring,South Col-SE Ridge,34,M,0,0,0,1,7565,budget,7,0.54,1,7300,37,4,3,6.6,4.1,14,illness,0,0
CLB008817,2014,spring,South Col-SE Ridge,44,M,1,8,5,2,7941,mid,9,0.67,1,7300,17,4,9,5.6,3.4,44,summited,0,1
CLB008818,2004,spring,South Col-SE Ridge,38,F,0,19,2,0,8207,budget,6,1.03,1,7900,29,4,6,6.1,3.2,12,exhaustion_altitude_sickness,0,0
CLB008819,2023,autumn,South Col-SE Ridge,41,M,0,3,1,0,7214,premium,4,1.44,1,7300,30,4,5,7.4,1.2,28,weather_window_closed,0,0
CLB008820,2012,spring,North Ridge-NE,39,F,0,12,1,0,8383,mid,8,1.04,1,7300,35,2,4,10.0,0.7,33,summited,0,1
CLB008821,2008,spring,South Col-SE Ridge,26,M,0,17,1,2,8127,independent,8,0.48,1,7900,36,1,4,4.0,6.3,6,summited,0,1
CLB008822,1997,spring,South Col-SE Ridge,27,M,1,10,3,1,8763,mid,10,1.06,1,7300,29,6,6,3.1,7.3,12,weather_window_closed,0,0
CLB008823,2018,spring,North Ridge-NE,26,M,0,12,4,0,8069,mid,9,0.91,1,8000,37,1,4,3.2,7.8,27,frostbite,0,0
CLB008824,2016,spring,North Ridge-NE,34,F,0,9,0,1,6768,mid,8,0.69,1,8000,19,2,4,10.0,0.0,39,team_decision,0,0
CLB008825,2019,spring,South Col-SE Ridge,61,M,1,16,4,0,8025,budget,11,0.52,1,7900,34,6,3,4.7,4.7,270,weather_window_closed,0,0
CLB008826,2026,spring,South Col-SE Ridge,46,M,0,10,1,0,8109,premium,8,1.37,1,7900,27,2,4,8.6,2.8,143,summited,0,1
CLB008827,2016,spring,South Col-SE Ridge,45,M,0,8,1,0,8208,budget,8,0.21,1,7300,28,2,4,7.1,3.2,166,death_zone_crowding,0,0
CLB008828,2019,spring,North Ridge-NE,23,M,0,13,0,0,7461,mid,9,1.22,1,7000,41,3,5,6.7,5.0,6,exhaustion_altitude_sickness,0,0
CLB008829,1992,spring,North Ridge-NE,50,M,0,16,1,0,8488,mid,12,1.09,1,7900,29,3,7,5.0,5.4,1,summited,0,1
CLB008830,2020,spring,South Col-SE Ridge,44,F,0,5,2,1,8293,budget,7,0.44,1,8000,41,4,5,5.4,7.1,82,exhaustion_altitude_sickness,0,0
CLB008831,1997,spring,North Ridge-NE,45,F,1,3,8,0,8195,premium,5,2.21,1,7000,34,5,3,6.2,4.4,7,weather_window_closed,0,0
CLB008832,2014,spring,South Col-SE Ridge,38,M,0,3,1,0,7999,mid,8,1.25,1,7900,32,6,5,4.7,5.6,251,weather_window_closed,0,0
CLB008833,2011,spring,South Col-SE Ridge,52,M,0,2,3,0,8330,budget,12,0.47,1,7000,27,5,7,8.5,2.3,11,illness,0,0
CLB008834,2002,spring,North Ridge-NE,31,M,0,10,0,0,5442,mid,13,0.61,1,7000,25,3,7,5.3,4.2,6,exhaustion_altitude_sickness,0,0
CLB008835,2024,spring,South Col-SE Ridge,30,M,1,15,2,1,8284,mid,8,0.85,1,7900,29,4,0,5.1,6.0,14,frostbite,0,0
CLB008836,2024,spring,North Ridge-NE,33,M,1,15,1,0,8318,premium,8,1.34,1,7300,34,1,3,9.1,0.2,34,summited,0,1
CLB008837,2024,spring,North Ridge-NE,23,F,0,7,4,0,7895,mid,7,0.93,1,7300,23,3,8,6.9,4.9,24,summited,0,1
CLB008838,2006,spring,North Ridge-NE,40,M,1,0,7,0,8290,mid,7,1.11,1,7300,19,3,8,9.8,0.0,21,summited,1,1
CLB008839,1998,spring,North Ridge-NE,45,M,1,22,6,0,8304,mid,14,0.91,1,7300,30,2,6,6.7,4.1,8,exhaustion_altitude_sickness,0,0
CLB008840,2003,spring,South Col-SE Ridge,45,M,0,16,1,0,8068,budget,8,0.4,1,7300,33,5,9,3.8,6.4,57,weather_window_closed,0,0
CLB008841,2003,spring,North Ridge-NE,58,F,0,0,0,0,6941,mid,7,0.92,1,7900,23,6,4,3.9,6.1,1,frostbite,0,0
CLB008842,2007,autumn,South Col-SE Ridge,19,M,1,20,1,0,8426,budget,13,0.67,1,7900,28,6,5,6.0,2.5,19,summited,0,1
CLB008843,2006,spring,South Col-SE Ridge,34,M,0,6,1,0,8386,independent,6,0.84,1,7900,32,4,4,4.6,6.3,4,illness,0,0
CLB008844,2010,spring,South Col-SE Ridge,42,M,0,16,3,3,8325,mid,12,0.51,1,7000,25,2,2,7.3,2.4,9,summited,0,1
CLB008845,2024,spring,South Col-SE Ridge,42,M,0,12,0,0,6249,budget,12,0.67,1,7300,24,4,6,6.9,3.4,61,illness,0,0
CLB008846,2024,spring,South Col-SE Ridge,27,M,1,14,3,1,8476,budget,8,1.09,1,7300,36,3,3,7.0,3.2,24,exhaustion_altitude_sickness,0,0
CLB008847,2014,spring,North Ridge-NE,37,M,1,12,4,0,7975,budget,11,0.65,1,8000,39,3,6,9.1,0.5,35,summited,0,1
CLB008848,2008,spring,South Col-SE Ridge,35,M,0,22,3,0,7474,premium,6,2.12,1,7300,38,4,9,6.2,3.9,10,summited,0,1
CLB008849,2012,spring,South Col-SE Ridge,42,F,1,9,2,0,7809,mid,6,1.5,1,7000,27,3,6,4.4,5.9,101,frostbite,0,0
CLB008850,2021,spring,South Col-SE Ridge,23,M,0,9,1,0,7979,mid,11,1.58,1,7900,23,3,5,4.0,4.9,19,exhaustion_altitude_sickness,0,0
CLB008851,2019,spring,North Ridge-NE,41,M,0,5,0,0,8034,independent,15,0.08,1,7300,43,1,3,3.9,6.7,16,team_decision,0,0
CLB008852,2024,autumn,North Ridge-NE,24,M,0,8,2,1,7772,budget,7,0.44,1,7900,23,3,7,6.5,4.2,57,frostbite,0,0
CLB008853,2019,autumn,South Col-SE Ridge,49,F,0,3,2,0,8021,premium,5,1.23,1,7900,43,5,6,4.0,4.8,47,team_decision,0,0
CLB008854,2021,spring,North Ridge-NE,37,F,0,7,2,0,8073,budget,7,0.85,1,7900,14,4,4,7.7,0.0,47,summited,0,1
CLB008855,2023,spring,North Ridge-NE,39,M,0,15,0,0,4000,independent,11,0.03,1,7900,32,3,7,2.7,7.2,39,team_decision,0,0
CLB008856,2024,spring,South Col-SE Ridge,53,F,0,3,3,1,8197,premium,14,1.08,1,7000,24,4,4,7.2,1.4,32,summited,0,1
CLB008857,2026,spring,South Col-SE Ridge,61,M,0,17,3,0,8009,mid,6,0.53,1,7300,33,6,5,7.3,3.3,34,summited,0,1
CLB008858,1994,spring,North Ridge-NE,36,M,0,11,0,0,6119,premium,6,1.83,1,7900,32,3,5,7.2,1.4,5,illness,0,0
CLB008859,2018,spring,North Ridge-NE,42,F,0,1,0,1,7880,mid,6,1.49,1,7300,43,3,4,9.0,1.1,36,exhaustion_altitude_sickness,0,0
CLB008860,2010,spring,South Col-SE Ridge,44,F,1,13,4,3,7976,premium,8,1.55,1,7300,50,3,5,5.9,4.8,6,summited,0,1
CLB008861,2020,spring,North Ridge-NE,36,F,1,9,1,0,8365,mid,13,0.98,1,7900,40,5,2,8.1,1.7,18,summited,0,1
CLB008862,2023,spring,North Ridge-NE,17,M,0,2,0,0,6980,premium,12,1.44,1,7000,33,3,7,7.3,3.9,34,summited,0,1
CLB008863,2024,spring,South Col-SE Ridge,42,M,0,11,1,1,8136,premium,11,1.08,1,7300,23,2,9,8.0,1.1,82,exhaustion_altitude_sickness,0,0
CLB008864,2023,spring,South Col-SE Ridge,36,M,1,8,2,1,8544,budget,8,0.72,1,7900,28,1,3,5.8,4.0,62,illness,0,0
CLB008865,2011,spring,South Col-SE Ridge,31,M,0,3,1,2,8303,premium,9,1.65,1,7300,39,5,5,10.0,0.8,23,team_decision,0,0
CLB008866,2018,spring,North Ridge-NE,31,M,0,8,0,0,7738,budget,9,1.03,0,0,36,4,6,5.6,3.3,54,exhaustion_altitude_sickness,0,0
CLB008867,2007,spring,South Col-SE Ridge,32,M,0,8,0,0,7632,mid,8,1.87,1,7000,28,2,6,3.5,7.1,44,summited,0,1
CLB008868,2021,spring,North Ridge-NE,44,M,0,4,0,2,6278,budget,12,0.82,1,7000,45,1,6,5.2,6.1,1,exhaustion_altitude_sickness,0,0
CLB008869,2018,spring,North Ridge-NE,35,F,0,9,0,0,6881,premium,13,2.31,1,7000,42,1,6,4.9,5.6,32,summited,0,1
CLB008870,2011,autumn,South Col-SE Ridge,20,M,0,13,0,0,5687,mid,9,1.49,1,7000,24,3,4,5.8,4.3,6,team_decision,0,0
CLB008871,2024,spring,South Col-SE Ridge,32,M,0,17,0,2,7787,budget,10,0.76,1,7000,45,6,7,5.8,3.0,106,exhaustion_altitude_sickness,0,0
CLB008872,2017,spring,South Col-SE Ridge,32,M,1,22,2,3,8225,premium,8,1.39,1,7300,30,2,6,4.0,7.4,50,exhaustion_altitude_sickness,0,0
CLB008873,2023,spring,South Col-SE Ridge,37,M,0,13,0,2,7268,budget,11,0.62,1,7300,42,3,5,7.8,1.6,58,summited,0,1
CLB008874,2017,spring,North Ridge-NE,37,M,1,19,10,0,8164,mid,6,0.55,0,0,20,5,7,10.0,1.1,22,oxygen_exhaustion,0,0
CLB008875,2018,spring,South Col-SE Ridge,39,M,1,7,5,0,7768,mid,6,0.63,1,7300,39,3,5,7.1,4.7,76,illness,0,0
CLB008876,1991,autumn,South Col-SE Ridge,29,M,1,12,1,2,8564,mid,8,0.32,1,7300,26,3,6,5.8,4.5,12,summited,0,1
CLB008877,1993,spring,South Col-SE Ridge,44,M,0,16,0,1,7319,mid,10,0.32,1,7000,24,3,6,4.8,6.1,20,weather_window_closed,0,0
CLB008878,1990,spring,South Col-SE Ridge,29,M,0,13,1,0,7830,mid,8,1.35,1,7900,16,6,4,9.4,2.6,20,exhaustion_altitude_sickness,0,0
CLB008879,2005,spring,South Col-SE Ridge,24,F,1,3,5,0,7466,premium,7,2.32,1,7000,33,5,8,7.0,3.3,5,summited,0,1
CLB008880,1997,spring,South Col-SE Ridge,29,M,1,11,2,0,8020,mid,6,1.4,0,0,20,6,10,3.2,7.9,11,weather_window_closed,0,0
CLB008881,2022,spring,South Col-SE Ridge,57,M,0,10,1,0,8211,mid,16,1.1,1,7000,35,4,4,7.4,5.1,26,summited,0,1
CLB008882,2025,spring,South Col-SE Ridge,48,M,0,21,3,0,7782,premium,14,1.88,1,7900,38,4,6,5.8,3.9,60,summited,0,1
CLB008883,2025,autumn,North Ridge-NE,31,M,0,3,0,1,5862,mid,13,0.49,0,0,11,6,4,8.0,0.9,14,oxygen_exhaustion,0,0
CLB008884,2003,spring,North Ridge-NE,42,M,0,12,0,0,4287,mid,10,1.72,1,7300,24,4,6,4.9,3.9,3,team_decision,0,0
CLB008885,1990,spring,South Col-SE Ridge,31,M,0,17,1,0,7906,budget,4,0.55,1,7900,37,3,6,4.1,5.3,33,weather_window_closed,0,0
CLB008886,2006,spring,other,51,M,1,19,6,0,8263,mid,12,1.04,1,8000,26,6,3,5.5,4.8,4,summited,0,1
CLB008887,1998,spring,South Col-SE Ridge,43,M,0,6,1,0,7808,mid,12,1.16,1,7900,37,2,4,8.7,2.7,2,team_decision,0,0
CLB008888,2003,spring,South Col-SE Ridge,38,M,1,14,5,3,7807,premium,7,1.61,1,7900,31,2,6,8.4,2.5,32,summited,0,1
CLB008889,2017,spring,North Ridge-NE,37,M,0,4,4,1,7738,mid,12,0.87,1,7300,36,3,7,10.0,0.0,23,exhaustion_altitude_sickness,0,0
CLB008890,2013,autumn,South Col-SE Ridge,35,M,1,4,4,0,7670,mid,7,1.1,1,7900,29,2,1,4.5,5.6,56,weather_window_closed,0,0
CLB008891,1991,autumn,South Col-SE Ridge,54,M,0,4,3,0,7969,budget,10,0.63,1,7300,31,3,4,5.8,4.9,1,weather_window_closed,0,0
CLB008892,2024,spring,South Col-SE Ridge,33,M,0,0,1,0,7855,premium,15,1.28,1,7900,32,3,3,7.9,4.6,54,frostbite,0,0
CLB008893,2014,spring,North Ridge-NE,42,M,1,13,4,0,7990,mid,6,1.38,1,7900,39,1,6,6.3,2.7,32,frostbite,0,0
CLB008894,2013,spring,North Ridge-NE,43,M,1,8,4,0,7571,mid,9,0.88,1,7000,38,4,7,4.7,3.7,17,summited,0,1
CLB008895,2009,spring,South Col-SE Ridge,37,M,1,20,3,0,8402,premium,9,2.14,1,7900,25,4,5,7.8,2.6,1,summited,0,1
CLB008896,2005,autumn,South Col-SE Ridge,40,F,1,14,1,0,8193,premium,13,1.72,1,7000,26,5,8,5.7,5.1,3,team_decision,0,0
CLB008897,2012,spring,South Col-SE Ridge,60,M,1,18,5,2,7816,premium,9,1.75,1,7300,31,1,5,7.2,1.0,80,summited,0,1
CLB008898,2026,spring,North Ridge-NE,49,M,0,5,1,0,8287,premium,9,0.81,1,7300,29,6,1,8.2,2.5,35,exhaustion_altitude_sickness,0,0
CLB008899,2015,autumn,South Col-SE Ridge,42,M,0,13,0,1,6917,mid,6,1.35,1,7900,38,3,1,7.1,3.0,85,summited,0,1
CLB008900,2025,spring,South Col-SE Ridge,39,M,0,11,2,0,7867,mid,10,1.53,1,8000,35,3,7,2.1,8.9,81,summited,0,1
CLB008901,2002,spring,South Col-SE Ridge,38,M,1,4,7,0,7961,independent,7,0.31,1,7900,43,2,2,4.4,4.6,12,team_decision,0,0
CLB008902,2013,spring,South Col-SE Ridge,23,M,1,10,3,0,8047,premium,10,1.46,1,7300,46,2,8,6.4,3.2,157,summited,0,1
CLB008903,2005,spring,South Col-SE Ridge,38,F,0,11,4,1,8309,budget,10,0.59,1,7300,32,2,8,5.4,3.5,25,exhaustion_altitude_sickness,0,0
CLB008904,2005,spring,South Col-SE Ridge,41,M,0,15,1,1,7855,budget,11,0.1,1,7300,24,6,2,4.5,5.8,2,exhaustion_altitude_sickness,0,0
CLB008905,2018,spring,South Col-SE Ridge,37,M,1,10,4,0,8568,budget,11,0.31,1,8000,26,1,2,4.4,8.3,146,death_zone_crowding,0,0
CLB008906,2025,spring,South Col-SE Ridge,46,F,0,8,2,0,8101,independent,9,0.0,0,0,40,5,8,6.6,4.2,54,weather_window_closed,0,0
CLB008907,2009,spring,South Col-SE Ridge,44,M,0,7,0,0,8322,premium,7,1.48,1,7000,32,1,3,8.2,1.6,40,weather_window_closed,0,0
CLB008908,2000,spring,South Col-SE Ridge,44,M,0,5,3,0,7753,premium,3,1.28,1,7300,35,5,5,3.4,7.1,12,weather_window_closed,0,0
CLB008909,1997,spring,South Col-SE Ridge,36,M,0,9,2,0,8036,budget,8,0.33,1,7000,38,6,4,6.7,4.8,17,summited,0,1
CLB008910,2003,spring,North Ridge-NE,31,M,0,14,0,0,7194,budget,13,0.57,1,8000,23,3,6,1.9,7.1,5,weather_window_closed,0,0
CLB008911,2007,spring,South Col-SE Ridge,26,M,0,14,2,0,8017,budget,14,0.64,0,0,38,4,1,6.4,2.7,14,oxygen_exhaustion,0,0
CLB008912,2009,autumn,South Col-SE Ridge,39,F,0,6,4,0,7992,budget,6,0.0,1,7000,28,6,2,3.5,8.0,29,illness,0,0
CLB008913,2014,spring,South Col-SE Ridge,39,M,0,23,0,0,7310,budget,7,0.65,0,0,43,3,3,6.1,4.0,61,frostbite,1,0
CLB008914,2016,spring,North Ridge-NE,51,F,0,17,4,0,8503,mid,12,0.67,1,7300,30,4,5,2.2,9.6,28,summited,0,1
CLB008915,2021,spring,South Col-SE Ridge,29,M,0,11,2,0,8305,budget,9,0.65,0,0,40,4,8,3.8,5.6,51,summited,0,1
CLB008916,1992,spring,North Ridge-NE,33,M,0,18,0,3,4000,mid,13,0.59,1,7000,18,4,7,9.1,0.0,3,weather_window_closed,0,0
CLB008917,1993,autumn,North Ridge-NE,35,M,0,27,0,0,8478,mid,7,0.91,1,7900,42,1,6,6.4,2.0,2,exhaustion_altitude_sickness,0,0
CLB008918,2023,spring,South Col-SE Ridge,35,M,0,17,1,0,7877,budget,10,0.46,1,7300,24,3,6,8.6,3.3,98,weather_window_closed,0,0
CLB008919,2026,spring,South Col-SE Ridge,16,M,0,14,4,0,8036,mid,10,1.03,1,7900,33,3,6,5.3,4.2,25,summited,0,1
CLB008920,2003,spring,North Ridge-NE,21,M,0,21,3,0,8515,premium,9,1.52,1,7900,21,3,5,5.7,4.2,0,summited,0,1
CLB008921,1995,autumn,South Col-SE Ridge,44,M,0,15,2,0,8560,premium,4,1.78,1,7900,27,4,5,6.4,3.2,5,team_decision,0,0
CLB008922,1999,spring,North Ridge-NE,43,F,1,12,3,0,8691,mid,6,1.57,1,7300,29,4,0,5.5,4.0,1,weather_window_closed,0,0
CLB008923,2025,autumn,North Ridge-NE,34,M,1,8,3,0,8468,independent,7,0.32,1,7900,30,2,6,6.4,4.5,42,weather_window_closed,0,0
CLB008924,2002,spring,South Col-SE Ridge,21,F,0,11,0,0,5918,mid,8,1.43,1,8000,44,6,6,6.1,4.0,9,summited,0,1
CLB008925,2011,spring,South Col-SE Ridge,63,M,0,23,1,0,7640,premium,8,1.46,1,7300,48,4,5,7.7,2.6,13,summited,0,1
CLB008926,2019,winter,North Ridge-NE,40,M,0,8,0,0,7769,independent,11,0.07,0,0,39,2,5,6.6,1.0,32,oxygen_exhaustion,0,0
CLB008927,1997,spring,South Col-SE Ridge,39,M,0,11,0,0,6905,budget,7,1.22,1,7900,20,3,4,7.6,0.0,20,team_decision,0,0
CLB008928,2018,autumn,South Col-SE Ridge,47,M,0,10,2,0,8247,premium,11,1.18,1,8000,37,2,10,5.4,2.7,119,other,0,0
CLB008929,2016,autumn,South Col-SE Ridge,30,M,0,3,0,1,6611,mid,9,1.43,1,7000,20,2,6,5.8,5.5,71,illness,0,0
CLB008930,2016,spring,South Col-SE Ridge,38,M,0,5,1,1,8064,budget,11,0.74,1,7900,54,1,8,5.5,3.5,60,summited,0,1
CLB008931,2021,spring,South Col-SE Ridge,20,M,1,14,5,0,7776,budget,4,0.55,1,7300,33,2,2,6.3,4.8,22,exhaustion_altitude_sickness,0,0
CLB008932,2025,spring,North Ridge-NE,44,M,1,7,2,0,7712,independent,5,0.54,1,7300,20,2,4,5.3,3.5,15,exhaustion_altitude_sickness,1,0
CLB008933,2014,spring,North Ridge-NE,19,M,1,17,5,0,8495,premium,7,1.37,1,7900,35,5,2,5.7,3.5,22,exhaustion_altitude_sickness,0,0
CLB008934,2023,spring,South Col-SE Ridge,28,M,0,21,6,0,8019,budget,9,0.87,1,7000,37,6,3,7.3,3.8,210,summited,0,1
CLB008935,2010,spring,South Col-SE Ridge,52,F,0,12,2,0,8126,budget,12,0.46,1,7300,26,3,3,6.0,5.0,3,exhaustion_altitude_sickness,0,0
CLB008936,2015,spring,South Col-SE Ridge,42,M,0,14,1,0,8071,premium,9,1.86,1,7900,24,4,1,8.8,0.7,72,summited,0,1
CLB008937,2022,spring,South Col-SE Ridge,32,M,1,13,4,0,8371,budget,15,0.84,1,7000,37,4,7,4.7,3.9,97,summited,0,1
CLB008938,2005,spring,South Col-SE Ridge,34,M,1,11,4,0,7979,mid,10,0.86,1,7000,37,5,4,5.0,6.4,5,summited,0,1
CLB008939,2013,spring,South Col-SE Ridge,23,M,0,13,0,0,5736,mid,8,1.21,1,7900,36,6,5,7.4,1.5,170,death_zone_crowding,1,0
CLB008940,2005,spring,South Col-SE Ridge,44,M,0,12,3,0,8519,premium,13,1.76,1,8000,26,2,4,8.3,1.5,16,weather_window_closed,0,0
CLB008941,2011,spring,North Ridge-NE,54,M,1,9,6,0,7980,premium,7,1.55,1,7300,23,4,4,5.8,4.2,4,summited,0,1
CLB008942,2017,spring,South Col-SE Ridge,28,M,0,13,3,0,7882,mid,11,0.74,1,7300,43,4,4,7.4,3.0,251,death_zone_crowding,0,0
CLB008943,2016,summer,South Col-SE Ridge,57,F,0,14,0,0,6880,premium,3,1.68,1,7000,36,2,7,3.4,7.0,135,weather_window_closed,0,0
CLB008944,2022,spring,other,37,M,0,8,1,0,7995,premium,13,1.0,1,7300,25,3,2,6.9,2.9,9,illness,0,0
CLB008945,2023,summer,North Ridge-NE,51,M,0,16,0,0,7416,budget,13,0.97,1,7900,25,5,3,3.8,7.1,10,exhaustion_altitude_sickness,0,0
CLB008946,2016,spring,North Ridge-NE,43,M,0,7,0,0,8070,mid,8,0.66,1,7900,26,3,2,5.9,9.1,26,weather_window_closed,0,0
CLB008947,1991,spring,South Col-SE Ridge,56,M,1,9,5,2,7638,mid,5,0.97,1,7900,24,1,3,6.5,2.4,3,illness,0,0
CLB008948,2020,winter,North Ridge-NE,50,M,0,21,2,1,8359,independent,5,0.01,1,7900,36,4,6,6.7,5.4,18,summited,0,1
CLB008949,2021,spring,North Ridge-NE,45,M,0,16,0,0,6755,premium,2,1.22,1,7300,21,5,3,2.8,7.0,7,weather_window_closed,0,0
CLB008950,2011,autumn,other,41,F,0,17,0,2,6633,mid,7,1.57,1,7900,31,4,1,7.3,3.8,9,exhaustion_altitude_sickness,0,0
CLB008951,1996,spring,South Col-SE Ridge,19,M,0,7,0,0,6530,mid,8,0.76,1,7300,28,6,6,8.4,0.0,57,other,0,0
CLB008952,2011,autumn,South Col-SE Ridge,41,M,0,8,3,0,8477,mid,3,0.98,1,7900,32,6,3,5.0,5.5,5,exhaustion_altitude_sickness,0,0
CLB008953,2021,spring,North Ridge-NE,20,M,0,10,0,0,7106,mid,5,1.15,1,7300,20,3,4,10.0,0.0,45,weather_window_closed,0,0
CLB008954,2010,spring,South Col-SE Ridge,41,M,0,8,0,0,6144,premium,5,2.42,1,7900,18,4,6,4.7,5.4,7,summited,0,1
CLB008955,2003,spring,South Col-SE Ridge,28,F,0,10,0,0,4954,mid,6,1.29,1,7300,35,2,8,5.1,5.3,26,exhaustion_altitude_sickness,0,0
CLB008956,2012,spring,North Ridge-NE,27,M,0,15,0,0,6633,budget,10,1.11,1,7300,28,6,5,4.8,3.4,21,weather_window_closed,0,0
